SORT_ID,Company Name,Location Type,Ownership Type,Dow Jones Industry,SIC,SIC Descriptor,NAICS,NAICS Descriptor,NACE,NACE Descriptor,Exchange,Index Membership,Auditor/Accountant,URL,Address1,Address2,Address3,Contact Name,Contact Title,Contact Number,Contact Fax,Contact E-Mail Address,City,State/Province,Country/Region,Postal Code,Phone,Fax,"Sales, USD","Audit Fees (Including Non-Audit Fees), USD","Non-Audit Fees, USD",Employees,"Market Cap, USD",Sales Growth,Employee Growth,"EPS, USD","Net Income, USD",Net Profit Margin,"Total Assets, USD","Total Liabilities, USD","Beta, last 5 years",P/E Ratio,Current Ratio,Debt/Equity Ratio,Debt/Assets Ratio,Return on Equity,Return on Assets,Symbol,DUNS,Business Description,Bank Name,Selected Legal Status Categories,Hierarchy Designation,Ultimate Parent Name,Ultimate Parent Location
SENDJ-1_00000593,Baker Tilly Rechtsanwaltsgesellschaft mbH,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.bakertilly.de,Nymphenburger Str. 3b,,,Thomas Gemmeke,Managing Director,89 550660,89 55066100,,MŸnchen,Bayern,GERMANY,80335,89 550660,89 55066100,65166415.0,,,243.0,,0.0832310864575323,,,0.0,,0.0,0.0,,,,,,,,,341725199,,,,,
SENDJ-1_00000594,Massachusetts Legal Assistance Corporation,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Alexander Aronson Finning &,http://www.mlac.org,18 Tremont St Ste 1010,,,Mr Lonnie Powers,Executive Director,1 617 367 8544,,,Boston,MA,USA,02108-2316,1 617 367 8544,,64912581.0,,,13.0,,0.64,0.0,,,,,,,,,,,,,,837126572,Legal Services Office,,Corporation,,
SENDJ-1_00000595,Abab Legal B.V.,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.abab.nl,,,,Simon R. C. Meijers,Director,,,,Tilburg,NB,Netherlands,5032 MD,,,64689554.0,,,2.0,,,,,,,,,,,,,,,,,493128299,Legal Services Office,,Corporation,,Silex Holding B.V.,Netherlands
SENDJ-1_00000596,Rkb Sa,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.rkbbearings.com,C/O Ibex Services Sa,Via Serafino Balestra 6,,Sorin Craciun,Managing Director,,,,Chiasso,TI,Switzerland,6830,,,64598892.0,,,444.0,,,,,,,,,,,,,,,,,481976459,Legal Services Office,,Corporation,Global Ultimate,Rkb Sa,Switzerland
SENDJ-1_00000597,Horwich Farrelly Limited,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.h-f.co.uk,C/O Patrick Mccarthy,Orange Tower - 11th Floor  Media City Uk,,Ronan Mccann,Director,44 3300240711,,,Salford,LANC,England,M50 2HF,44 3300240711,,64212105.0,,,668.0,,,,,3866560.0,,48499783.0,48499783.0,,,1.4,,,,0.108,,227696335,Legal Services Office,,Corporation,Global Ultimate,Horwich Farrelly Limited,England
SENDJ-1_00000598,Bruun & Hjejle Advokatpartnerselskab,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,"Grant Thornton, Godkendt Revisionspartnerselskab",http://www.bruunhjejle.dk,,,,Svend Christian Johansen,Director,,,,Kobenhavn K,Hovedstaden,Denmark,1165,,,64143705.0,,,300.0,,,,,,,40186469.0,,,,104.7,,,,0.033,,305766017,Legal Services Office,,Partnership of Unknown Type,,Bruun & Hjejle Advokatpartnerselskab,Denmark
SENDJ-1_00000599,DGB Rechtsschutz GmbH,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,bws Trewitax GmbH WirtschaftsprŸfungsgesellschaftSteuerberatungsgesellschaft,http://www.dgbrechtsschutz.de,Ro§str. 94,,,Thomas Klebe,Chairman of the Board,211 54080660,211 540806699,,DŸsseldorf,Nordrhein-Westfalen,GERMANY,40476,211 54080660,211 540806699,63913427.0,,,658.0,,0.0003536754677325,-0.0090361445783133,,51593.0,,21247901.0,21247901.0,,,,,,,,,315246798,,,,,Vermšgensverwaltungs- und Treuhand-Gesellschaft des Deutschen Gewerkschaftsbundes mit beschrŠnkter Haftung,GERMANY
SENDJ-1_00000600,Registru Centras Vi,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.registrucentras.lt,Studentu G. 39,,,Dangirutis Janusas,Chairman Of The Board,370 52688262,,,Vilnius,,Lithuania,LT-08106,370 52688262,,63889468.0,,,1562.0,,,,,,,,,,,,,,,,,552481053,Legal Services Office,,Corporation,,
SENDJ-1_00000601,Mlt Aikins Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mltaikins.com,,,,Murdoch A. Macpherson,Partner,,,,Saskatoon,SK,Canada,S7K 5T6,,,63821560.0,,,310.0,,,,,,,,,,,,,,,,,245465695,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Mlt Aikins Llp,Canada
SENDJ-1_00000602,Mfts Kapital  Ooo,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,D. 35a Pom. 11   Ul. Partizana Zheleznyaka,,,Kirill Arkadevich Martynov,Director-General,7 3952504402,,,Krasnoyarsk,KYA,Russian Federation,660022,7 3952504402,,63603303.0,,,850.0,,,,,,,,,,,,,,,,,498766957,Legal Services Office,,Corporation,,GRUPPA ONEKSIM OOO,Russian Federation
SENDJ-1_00000603,Pels Rijcken & Droogleever Fortuijn N.V.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.pelsrijcken.nl,Bezuidenhoutseweg 57,,,Sandra Van Heukelom-Verhage,Authorized Signing Officer,31 705153000,,,'s-Gravenhage,ZH,Netherlands,2594 AC,31 705153000,,63565046.0,,,297.0,,,,,0.0,,31238670.0,31238670.0,,,1.2,,,,0.001,,386466622,Legal Services Office,,Corporation,,
SENDJ-1_00000604,Advokataktieselskabet Horten,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Pricewaterhousecoopers Statsautoriseret Revisionspartnersels,http://www.horten.dk,Philip Heymans Alle 7,,,Kjeld Rask,Managing Director,45 33344000,45 33344001,,Hellerup,Hovedstaden,Denmark,2900,45 33344000,45 33344001,63504052.0,,,7.0,,,,,,,9796953.0,,,,379.5,,,,0.0,,310634175,Legal Services Office,,Corporation,,Advokataktieselskabet Horten,Denmark
SENDJ-1_00000605,Horten Advokatpartnerselskab,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.horten.dk,Philip Heymans Alle 7,,,Soren Hornb¾k Svendsen,Board Member,45 33344000,45 33344001,,Hellerup,Hovedstaden,Denmark,2900,45 33344000,45 33344001,63504052.0,,,271.0,,,,,,,34567103.0,,,,163.6,,,,0.005,,305271754,Legal Services Office,,Partnership of Unknown Type,,Advokataktieselskabet Horten,Denmark
SENDJ-1_00000606,ANAPSKOE VZMORE OOO,,Unlisted,Legal Services,,,541110,Offices of Lawyers,74.11,Legal activities,,,,,"UL. RASHPILEVSKAYA, D. 22, OFIS 26",,,ROMAN VASILEVICH SEMIKHATSKII,Director,7 (918) 463-01-20,,,Krasnodar,,Russian Federation,350063,7 (918) 463-01-20,,63459598.0,,,,,,,,,0.1313929,,,,,1.21464,,,0.959989422016396,,,500414352,Legal activities,,Private Limited Company,,
SENDJ-1_00000607,Dr & Aju,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.draju.com,7 11-13/F Dong Hoon Tower,317 Teheran-Ro  Gangnam-Gu,,Gi Ho Min,President,82 230168731,82 230165201,,Seoul,Seoul,Korea Rep Of,06151,82 230168731,82 230165201,63379536.0,,,259.0,,,,,,,,,,,,,,,,,688253574,Legal Services Office,,Corporation,,
SENDJ-1_00000608,Wiggin Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.wiggin.co.uk,Jessop House,Jessop Avenue,,Benjamin Whitelock,Designated Limited Liability Partnership Member,,,,Cheltenham,GLOS,England,GL50 3WG,,,63367451.0,,,291.0,,,,,-468.0,,32581902.0,32581902.0,,,2.3,,,,0.003,,739380884,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Wiggin Llp,England
SENDJ-1_00000609,Arch Capital Services Llc,Subsidiary,Unlisted,Legal Services,8741,Management Services,561110,Office Administrative Services,74.85,Secretarial and translation activities,,,Pricewaterhousecoopers Llp Ne,http://www.archgroup.com,360 Hamilton Ave Ste 600,,,Mr Louis Petrillo,President,1 914 872 3600,,,White Plains,NY,USA,10601-1842,1 914 872 3600,,63222028.0,,,19.0,,0.0,0.0,,,,,,,,,,,,,,140031787,Management Services,,Limited Liability Company,Domestic Ultimate,Arch Capital Group Ltd.,Bermuda
SENDJ-1_00000610,Pure Sports Consultancy Limited,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Fourth Floor Building 8,Princes Parade,,Philip Hodgkinson,Director,,,,Liverpool,Merseyside,England,L3 1DL,,,62953866.0,,,192.0,,,,,1525862.0,,76151924.0,76151924.0,,,0.8,,,,0.017,,220994194,Legal Services Office,,Corporation,,
SENDJ-1_00000611,Southern Environmental Law Center,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Gelman Rosenberg & Freedman B,http://www.southernenvironment.org,120 Garrett St Ste 400,,,Ms Jeannie Nelson,Chairman Of The Board,1 434 977 4090,,,Charlottesville,VA,USA,22902-5613,1 434 977 4090,,62847748.0,,,62.0,,0.34,0.0,,,,,,,,,,,,,,198090946,Legal Services Office,,Non-Profit Organization,Global Ultimate,Southern Environmental Law Center,USA
SENDJ-1_00000612,Titanic Trademark Limited,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.titanicquarter.com,Thomas Andrews House,Queens Road,,Patrick Power,Director,,,,Belfast,Belfast,Northern Ireland,BT3 9DT,,,62071105.0,,,19.0,,,,,,,,,,,,,,,,,232631853,Legal Services Office,,Corporation,,Titanic Property Development Limited,Northern Ireland
SENDJ-1_00000613,Jaffe Raitt Heuer & Weiss,Headquarters,Unlisted,Legal Services,81,Legal services,5411,Legal Services,74.11,Legal activities,,,,,27777 Franklin RD Ste 2500,,,Joel M Alam,PARTNER,1 248 351 3000,1 248 351 3082,,Southfield,Michigan,United States,48034-8214,1 248 351 3000,1 248 351 3082,62022426.0,,,200.0,,,0.0,,,,,,,,,,,,,,76386853,,,,,
SENDJ-1_00000614,Junhe Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.junhe.com,Floor 20  China Resource Building  No.8  Ianguomen North Street,,,Wei Xiao,Legal Representative,86 1085191300,,,Beijing,BJ,China,100005,86 1085191300,,61799400.0,,,1390.0,,,,,,,,,,,,,,,,,654629419,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000615,Wotton Kearney Pty Ltd,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.wottonkearney.com.au,Level 9 225 George Street,,,David John Kearney,Director,61 282739900,,,Sydney,NSW,Australia,2000,61 282739900,,61618639.0,,,9.0,,,,,,,,,,,,,,,,,745434970,Legal Services Office,,Corporation,,
SENDJ-1_00000616,Steptoe Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.steptoe.com,,,,Phillip West,Chairman,,,,Washington,DC,USA,20036-1704,,,61538780.0,,,939.0,,,,,,,,,,,,,,,,,64860364,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Steptoe Llp,USA
SENDJ-1_00000617,Pillsbury Winthrop Shaw Pittman Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.pillsburylaw.com,31 W 52nd St Fl 29,,,Mr Sean Whelan,Chief Operating Officer,1 212 858 1000,,,New York,NY,USA,10019-6161,1 212 858 1000,,61113092.0,,,1500.0,,0.0,0.0,,,,,,,,,,,,,,78770302,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Pillsbury Winthrop Shaw Pittman Llp,USA
SENDJ-1_00000618,Veale Wasbrough Vizards Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.vwv.co.uk,Narrow Quay House,Narrow Quay,,Edward Husband,Designated Limited Liability Partnership Member,44 1179252020,,,Bristol,Avon,England,BS1 4QA,44 1179252020,,61109606.0,,,520.0,,,,,-67690.0,,35209482.0,35209482.0,,,1.6,,,,0.005,,219349428,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Veale Wasbrough Vizards Llp,England
SENDJ-1_00000619,Zhejiang Yuping Supply Chain Management Co.  Ltd.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Room 207  Floor 3  Building 1  No.8  Kangfeng Road  Gongshu Dist,,,Wenchao Wang,Legal Representative,,,,Hangzhou,ZJ,China,310000,,,60855056.0,,,25.0,,,,,,,,,,,,,,,,,617104614,Legal Services Office,,Corporation,,
SENDJ-1_00000620,Brooklyn Defender Services,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Loeb & Troper Llp New York N,http://www.bds.org,177 Livingston St Fl 7,,,Ms Lisa Schreiberstorf,Executive Director,1 718 254 0700,,,Brooklyn,NY,USA,11201-5875,1 718 254 0700,,60744108.0,,,60.0,,0.44,0.0,,,,,,,,,,,,,,48268119,General Practice Law Office,,Non-Profit Organization,,
SENDJ-1_00000621,Ward Hadaway Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.wardhadaway.com,Sandgate House,102 Quayside,,Colin Hewitt,Designated Limited Liability Partnership Member,44 1912044000,,,Newcastle-Upon-Tyne,Tyne And Wear,England,NE1 3DX,44 1912044000,,60715878.0,,,470.0,,,,,0.0,,28764060.0,28764060.0,,,2.8,,,,0.0,,225689476,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000622,Department Of Justice Of An Giang Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://sotuphap.angiang.gov.vn,269 Nguyen Thai Hoc,My Hoa Ward,,Trinh Tuan Ngoc,Assistant Director,84 2963852313,84 2963859483,,Long Xuyen,An Giang,Vietnam,,84 2963852313,84 2963859483,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218863,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000623,Department Of Justice Of Bac Giang Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://stp.bacgiang.gov.vn,Lien Co Quan Headquarter  Square 3/2,A Building  Floor 4,,Do Xuan Vang,Assistant Director,84 2043851508,84 2043851508,,Bac Giang,Bac Giang,Vietnam,,84 2043851508,84 2043851508,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218865,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000624,Department Of Justice Of Dak Lak Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://sotuphap.daklak.gov.vn,Truong Chinh Street,Tan Loi Ward,,Nguyen Tuan Quang,Assistant Director,84 2623955726,,,Buon Me Thuot,Dak Lak,Vietnam,,84 2623955726,,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218860,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000625,Department Of Justice Of Gia Lai Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://stp.gialai.gov.vn,46 Le Thanh Ton,,,Nguyen Nhu Y,Assistant Director,84 2693824102,84 2693824102,,Pleiku,Gia Lai,Vietnam,,84 2693824102,84 2693824102,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218873,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000626,Department Of Justice Of Ha Nam Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://www.hanam.gov.vn,Le Chan Street,Le Hong Phong Ward,,Vu Xuan Thuy,Assistant Director,84 2263852730,84 2263852730,,Phu Ly,Ha Nam,Vietnam,,84 2263852730,84 2263852730,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218874,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000627,Department Of Justice Of Hau Giang Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://sotuphap.haugiang.gov.vn,02 Ngo Quyen Street  Section 4,Ward 5,,Dong Viet Phuong,Assistant Director,84 2933870656,84 2933878942,,Vi Thanh,Hau Giang,Vietnam,,84 2933870656,84 2933878942,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218837,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000628,Department Of Justice Of Hoa Binh Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://sotuphap.hoabinh.gov.vn,566 Tran Hung Dao,Phuong Lam Ward,,Mai Ngoc Quy,Assistant Director,84 2183853611,84 2183854606,,Hoa Binh,Hoa Binh,Vietnam,,84 2183853611,84 2183854606,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218838,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000629,Department Of Justice Of Khanh Hoa Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://stp.khanhhoa.gov.vn,04 Phan Chu Trinh,Xuong Huan Ward,,Dang Van Khanh,Assistant Director,84 2583561266,84 2583817695,,Nha Trang,Khanh Hoa,Vietnam,,84 2583561266,84 2583817695,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218839,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000630,Department Of Justice Of Son La Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://sotuphap.sonla.gov.vn,Building 6t1  Administration Center  Province  Tay Bac Square Se,Floor 4,,Lo Chau Thoa,Assistant Director,84 2123851402,84 2123758008,,Son La,Son La,Vietnam,,84 2123851402,84 2123758008,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218852,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000631,Department Of Justice Of Vinh Long Province,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://www.moj.gov.vn,88d Vo Van Kiet Street  Group 3,Ward 9,,Trieu Quoc Trung,Assistant Director,84 2703837171,84 2703820038,,Vinh Long,Vinh Long,Vietnam,,84 2703837171,84 2703820038,60552900.0,,,410.0,,,,,,,,,,,,,,,,,557218858,Legal Counsel/Prosecution,,State-Owned Company,,Government Of Socialist Republic Of Vietnam,Vietnam
SENDJ-1_00000632,Zacco Sweden Ab,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.zacco.com,Lšjtnantsgatan 21,,,Erik Olof Treskog,Board Member,46 859887200,46 8101923,,Stockholm,Stockholm,Sweden,115 50,46 859887200,46 8101923,60458784.0,,,100.0,,,,,,,14143198.0,,,,147.7,,,,0.087,,351399758,Legal Services Office,,Corporation,Domestic Ultimate,
SENDJ-1_00000633,Advokatfirmaet Haavind As,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,RSM NORGE AS,http://www.haavind.no,Haakon Viis Gate 10,,,Johansen Johnny,Chairman Of The Board,47 22433000,,,Oslo,Oslo,Norway,0161,47 22433000,,60307079.0,,,223.0,,,,,,,38010025.0,,,,0.9,,,,0.008,,730015190,Legal Services Office,,Corporation,Global Ultimate,Advokatfirmaet Haavind As,Norway
SENDJ-1_00000634,The Public Trustee Of Queensland,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.pt.qld.gov.au,410 Ann St,,,Samay Zhouand,General Manager,61 1300360044,,,Brisbane,QLD,Australia,4000,61 1300360044,,60066308.0,,,606.0,,,,,,,,,,,,,,,,,758696454,Legal Services Office,,,,
SENDJ-1_00000635,Dwf Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.dwf.co.uk,1 Scott Place,2 Hardman Street,,Stefan Paciorek,Designated Limited Liability Partnership Member,44 3333202220,,,Manchester,Manchester,England,M3 3AA,44 3333202220,,59983403.0,,,418.0,,,,,281455.0,,229361503.0,229361503.0,,,1.0,,,,0.001,,210009956,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Dwf Llp,England
SENDJ-1_00000636,Commercial Properties & Merchandise Limited,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,135 A Commercial House,Biplabi  Rash Behari Basu Road,,Sajan Kumar Bajaj,Director,91 9830517097,,,Kolkata,WB,India,700001,91 9830517097,,59758484.0,,,75.0,,,,,,,,,,,,,,,,,916146173,Legal Services Office,,Corporation,,
SENDJ-1_00000637,New Times Trust Co.  Ltd.,Principal Subsidiary,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,http://www.xsdxt.com,Xintuo Finance Building  No. A5  Gangtie Street,,,Xiufu Lai,Legal Representative,86 1065068803,,,Baotou,NM,China,014000,86 1065068803,,59710661.0,,,270.0,,,,,,,,,,,,,,,,,548510631,Title Abstract Office,,Partnership of Unknown Type,,Wuhan Yuansheng Photoelectric Communicat Ion Industry Investment Co.  Ltd.,China
SENDJ-1_00000638,Cms Derks Star Busmann N.V.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Parnassusweg 737,,,Hermanus C. M. Boersen,Director,31 203016301,,,Amsterdam,NH,Netherlands,1077 DG,31 203016301,,59627745.0,,,241.0,,,,,115971.0,,29652043.0,29652043.0,,,1.1,,,,0.006,,413416264,Legal Services Office,,Corporation,,
SENDJ-1_00000639,Cripps Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.cripps.co.uk,22 Mount Ephraim,,,James Beatton,Designated Limited Liability Partnership Member,44 1892515121,,,Tunbridge Wells,Kent,England,TN4 8AS,44 1892515121,,59622401.0,,,399.0,,,,,0.0,,28437377.0,28437377.0,,,2.7,,,,0.0,,345303825,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Cripps Llp,England
SENDJ-1_00000640,Programmed Facility Management Nz Limited,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.programmed.co.nz,L 1  21 Devon Street,,,Graeme Hurn,Director,64 42374810,,,New Plymouth,,New Zealand,4310,64 42374810,,59602641.0,,,9.0,,,,,,,,,,,,,,,,,591782300,Legal Services Office,,Corporation,Domestic Ultimate,"PERSOL Holdings Co., Ltd.",Japan
SENDJ-1_00000641,C T Corporation System,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,28 Liberty St,,,Mr John Weber,Chief Executive Officer,1 212 894 8940,,,New York,NY,USA,10005-1400,1 212 894 8940,,59551564.0,,,1563.0,,0.0,0.0,,,,,,,,,,,,,,73295511,Legal Services Office,,Corporation,,Wolters Kluwer NV,Netherlands
SENDJ-1_00000642,Deloitte Legal Societa Tra Avvocati A Responsabilita Limitata Societa Benefit,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.deloitte.com,Via Santa Sofia 28,,,Carlo Gagliardi,President,39 0283324511,39 0283324512,,Milano,MI,Italy,20122,39 0283324511,39 0283324512,59515363.0,,,17.0,,,,,3666381.0,,34159966.0,34159966.0,,,0.9,,,,0.151,,440168445,Legal Services Office,,Corporation,Global Ultimate,Deloitte Legal Societa Tra Avvocati A Responsabilita Limitata Societa Benefit,Italy
SENDJ-1_00000643,Wilmer Cutler Pickering Hale And Dorr Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.wilmerhale.com,1875 Pennsylvania Ave Nw,,,Mr James E Anderson,Partner,1 202 663 6000,,,Washington,DC,USA,20006-3642,1 202 663 6000,,59362739.0,,,1650.0,,0.0,0.0,,,,,,,,,,,,,,71715981,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Wilmer Cutler Pickering Hale And Dorr Llp,USA
SENDJ-1_00000644,Withers & Rogers Group Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.withersrogers.com,2 London Bridge,,,Paul Foot,Designated Limited Liability Partnership Member,44 2079403600,,,London,London,England,SE1 9RA,44 2079403600,,59353753.0,,,214.0,,,,,0.0,,23263438.0,23263438.0,,,2.3,,,,0.0,,345217686,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000645,Digby Brown Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.digbybrown.co.uk,160 Causewayside,,,Fraser Oliver,Designated Limited Liability Partnership Member,44 3332005925,,,Edinburgh,Midlothian,Scotland,EH9 1PR,44 3332005925,,59208118.0,,,291.0,,,,,0.0,,55661346.0,55661346.0,,,1.4,,,,0.0,,211401874,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000646,Taiwan New Taipei District Prosecutors Office,Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,,138  Ching Yun Rd.,,,Shen Chih Wu,Manager,886 222616192,,,New Taipei City,TAP,Taiwan,23653,886 222616192,,59076000.0,,,400.0,,,,,,,,,,,,,,,,,658639885,Legal Counsel/Prosecution,,,,Government Of The Republic Of China (Taiwan),Taiwan
